,Date,Rent/Buy,Where,Address,ZipCode,Description,Type,NbOfRooms,Surface,Floor,Price,Source
1,17/03/2017,Rent,Lausanne,Rue Petit-Saint-Jean1,1003 Lausanne,"Superbe studio fraîchement rénové - hyper centre-ville, sans vis-à-vis. Avec salle de douche/WC, cuisinière entièrement agencée. Contact visites : B. Mezghiche - DOMICIM - barbara.mezghiche@domicim...",Appartement,1,30 m2,2.,CHF 940.–,Immostreet
2,17/03/2017,Rent,Lausanne,,1003 Lausanne,"A louer, Rue de la Mercerie 16 à Lausanne, joli studio de 19 m2, rafraîchi, situé au 2ème étage. Idéalement situé au coeur de la ville de Lausanne, dans le quartier historique de la Cité, ce sudio ...",Studio,1,19 m2,2.,CHF 950.–,Immostreet
3,17/03/2017,Rent,Lausanne,Rue St-Laurent 29,1003 Lausanne,"Au coeur de la ville, dans la zone piétonnière. De nombreux commerces sont situés à proximité immédiate. Les bus, le métro ainsi que le parking de la Riponne sont à 2 minutes à pieds. Pas de buande...",Studio,1,,1.,CHF 1'010.–,Immostreet
4,17/03/2017,Rent,Lausanne,Place Chauderon 30,1003 Lausanne,"1 chambre, cuisine avec réchaud 2 plaques, réfrigérateur, hotte, four micro-ondes, salle de bains-wc, cave. 1 an de location : Fr. 1'130.- + 70.- charges (+3 mois de garantie bancaire = Fr. 3'390.-...",Studio,1,21 m2,5.,CHF 1'200.–,Immostreet
5,17/03/2017,Rent,Lausanne,Ruelle de Bourg 11,1003 Lausanne,"Situé proche de toutes commodités et des transports publics, cet appartement de 2.5p au 2ème étage se trouve dans un immeuble entièrement rénové en 2013. Il comprend: - Cuisine équipée ouverte - Pi...",Appartement,2.5,44 m2,,CHF 1'990.–,Immostreet
6,17/03/2017,Rent,Lausanne,Rue St-Laurent 12,1003 Lausanne,"Charmant appartement de 3 pièces lumineux au centre ville de Lausanne. Comprenant un hall d'entrée, wc séparé, salle de bain avec baignoire et de grandes pièces. Cuisine agencée, balcon. L'immeuble...",Appartement,3,73 m2,5.,CHF 2'000.–,Immostreet
7,17/03/2017,Rent,Lausanne,Rue Charles Monnard 6,1003 Lausanne,"Bel appartement avec cuisine agencée (lave-vaisselle, vitrocéram), salle de bains, WC séparé, parquet dans les chambres, balcon , immeuble avec ascenseur. Idéalement situé au centre de Lausanne, à ...",Appartement,3.5,99 m2,2.,CHF 2'505.–,Immostreet
8,17/03/2017,Rent,Lausanne,Rue Saint-Martin 25,1003 Lausanne,"Nous proposons à la location, un magnifique appartement de 3.5 pièces en duplex dans un immeuble récent et idéalement situé en ville de Lausanne (proche des commerces et des transports publics). Le...",Duplex,3.5,109 m2,1.,CHF 2'630.–,Immostreet
9,17/03/2017,Rent,Lausanne,Rue Charles Monnard 6,1003 Lausanne,"Magnifique appartement de 3,5 pièces, 88m2 avec terrasse, vue panoraomique sur le lac, cuisine agencée (lave-vaisselle, vitrocéram), grand salon avec parquet un beau mosaïque et 2 chambres. L'immeu...",Appartement,3.5,88 m2,5.,CHF 2'790.–,Immostreet
10,17/03/2017,Rent,Lausanne,Rue Centrale 15,1003 Lausanne,"Appartement de 93 m2 environ, comprenant une cuisine ouverte sur le salon, deux chambres, une salle de bain avec WC et WC séparé. Celui-ci dispose d'une buanderie privative de 9m2 ainsi qu'une cave...",Appartement,3,93 m2,5.,CHF 2'945.–,Immostreet
11,17/03/2017,Rent,Lausanne,Rue Centrale 15,1003 Lausanne,"Centre-ville avec une grande terrasse de 30 m². Dans un bâtiment récemment et entièrement rénové avec des matériaux modernes alliant élégance et sobriété, vous trouverez au dernier étage un spacieu...",Appartement,2,110 m2,6.,CHF 2'950.–,Immostreet
12,17/03/2017,Rent,Lausanne,Rue de Genève 7,1003 Lausanne,Appartement loft de 88m2 au plein coeur de Lausanne et à proximité du métro M1. Ce logement offrant de grands volumes se compose comme suit: Hall meublable Wc séparé Cuisine ouverte sur le séjour C...,Appartement,2,90 m2,3.,CHF 3'009.–,Immostreet
13,17/03/2017,Rent,Lausanne,St-François,1003 Lausanne,"Centre ville - St-françois, immeuble rénové vue sur les toits. Appartements duplex meublés de 4,5 pièces  (80m2)  2chambres à coucher, salle de bain wc, salle de douche,  grand salon / salle à mang...",Appartement,4.5,120 m2,4.,CHF 3'300.–,Immostreet
14,17/03/2017,Rent,Lausanne,Beau-Séjour 8D,1003 Lausanne,"Appartement de 3.5 pièces de 94 m2 au 6ème étage comprenant: Un hall avec armoires murales 2 chambres avec parquet Un séjour Une cuisine équipée et agencée, avec lave-vaisselle et micro-ondes Une s...",Appartement,3.5,94 m2,6.,CHF 3'300.–,Immostreet
15,17/03/2017,Rent,Lausanne,Rue Pépinet 3,1003 Lausanne,"Ce beau logement se compose ainsi : Cuisine entièrement agencée (frigo américain, lave-vaisselle, plaques vitrocéramiques) Séjour spacieux Grand hall avec plusieurs armoires murales Chambre spacieu...",Loft,1,165 m2,5.,CHF 3'332.–,Immostreet
16,17/03/2017,Rent,Lausanne,,1003 Lausanne,"Ce magnifique appartement de 3.5 pièces est situé au coeur de la ville de Lausanne, à 20 mètres de la place St-François. Rénové en 2014, ce logement est proche de toutes commodités (commerces, tran...",Appartement,3.5,100 m2,3.,CHF 3'500.–,Immostreet
17,17/03/2017,Rent,Lausanne,Rue Beau-Séjour 9,1003 Lausanne,"1 cuisine entièrement agencée, 1 grand hall, 1 wc séparé, 1 salle de bains-wc, 1 grand séjour, 2 chambres, 1 terrasse, 1 cave entièrement meublé (vaisselle, linges, etc) 3 minutes de St-François, 5...",Appartement,3,102 m2,1.,CHF 3'500.–,Immostreet
18,17/03/2017,Rent,Lausanne,Place Chauderon 24,1003 Lausanne,"Place Chauderon 24 - 1003 Lausanne Loft d'une pièce d'env. 135m2 au 6ème étage avec très belle vue Appartement lumineux avec du cachet, situé dans un immeuble de belle architecture Quartier centre ...",Loft,1,135 m2,6.,CHF 3'500.–,Immostreet
19,17/03/2017,Rent,Lausanne,Place Chauderon 24,1003 Lausanne,"Place Chauderon 24 - 1003 Lausanne Loft d'une pièce d'env. 135m2 au 6ème étage avec très belle vue Appartement lumineux avec du cachet, situé dans un immeuble de belle architecture avec ascenseur Q...",Appartement,1,135 m2,6.,CHF 3'500.–,Immostreet
20,17/03/2017,Rent,Lausanne,Passage Saint-François 8,1003 Lausanne,"Immeuble situé au coeur de Lausanne Appartement rénové en 2014 avec une vue imprenable sur la Cathédrale Ce logement bénéficie d'une situation idéale au coeur de Lausanne, à proximité des commerces...",Appartement,3.5,100 m2,3.,CHF 3'700.–,Immostreet
21,17/03/2017,Rent,Lausanne,Place de la Palud 23,1003 Lausanne,"Entrée, dégagement, cuisine ouverte agencée y.c. lave-vaisselle, salle de bains-WC, douche-WC, 3 chambres fermées, cheminée de salon, accès direct par ascenseur.",Appartement,5,136 m2,5.,CHF 3'804.–,Immostreet
22,17/03/2017,Rent,Lausanne,Pl. de la Palud 23,1003 Lausanne,Spacieux appartement au charme fou situé au 5ème étage d'un immeuble datant du 15ème siècle totalement rénové en 2000. Magnifique vue sur la Place de la Palud ainsi que sur la cathédrale! L'apparte...,Appartement,4,135 m2,5.,CHF 3'804.–,Immostreet
23,17/03/2017,Rent,Lausanne,Rue du Flon 8,1003 Lausanne,"MAGNIFIQUE APPARTEMENT DE 3,5 PIECES Libre de suite Immeuble situé au Quartier du Rôtillon et à proximité immédiate des commerces et des commodités. Belle superficie. Finitions soignées et de quali...",Appartement,3.5,,2.,CHF 4'245.–,Immostreet
24,17/03/2017,Rent,Lausanne,Place Bel-Air 1,1003 Lausanne,"Cet appartement de haut standing situé au 9ème étage de la Tour Bel-Air, dévoilant un panorama à 360 degrés sur la ville, le lac et les Alpes. 5 pièces spacieuses révèlent un aménagement à la point...",Appartement,5,145 m2,9.,CHF 5'081.–,Immostreet
25,17/03/2017,Rent,Lausanne,Chemin de Mornex 7,1003 Lausanne,Chemin de Mornex 7 - 1003 Lausanne Bel appartement lumineux traversant de 7 pièces au 3ème étage - env. 218 m2 1er loyer mensuel net offert. Vue panoramique sur le lac et les montagnes Quartier cen...,Appartement,7,218 m2,3.,CHF 5'600.–,Immostreet
26,17/03/2017,Rent,Lausanne,Place Bel-Air 1,1003 Lausanne,"Le Laverrière est le joyau de la Tour Bel-Air, le plus prestigieux des appartements. Situé à son sommet, ce duplex s'étend sur 224 m2 habitables et jouit de finitions luxueuses. Clou du spectacle :...",Appartement,4.5,224 m2,14.,CHF 10'273.–,Immostreet
27,17/03/2017,Rent,Lausanne,Rue St-Roch 40,1004 Lausanne,"A louer au centre ville et proche de toutes commodités, une chambre indépendante avec salle de bains/WC en commun.",Appartement,1,,1.,CHF 380.–,Immostreet
28,17/03/2017,Rent,Lausanne,Av. de Beaulieu 22,1004 Lausanne,"A proximité du centre commercial ""Métropole2000"", ce logement comprend : - Cuisine agencée - Pièce à vivre avec du parquet - Salle de bain - Ascenseur - Cave Au pied de l'immeuble, vous pourrez pre...",Appartement,1,22 m2,4.,CHF 840.–,Immostreet
29,17/03/2017,Rent,Lausanne,Av. de Morges 76,1004 Lausanne,"Appartement rénové d'une pièce avec cuisine agencée, salle de bains/WC. Immeuble raccordé à la fibre optique Swisscom Proche de toutes commodités, commerces, transports publics, EPFL. Pour visiter ...",Appartement,1,,2.,CHF 880.–,Immostreet
30,17/03/2017,Rent,Lausanne,Av. de Morges 76,1004 Lausanne,"Appartement de 1 pièce au 5ème étage comprenant une cuisine agencée, une salle de bain/WC, balcon. Proche de toutes commodités, transports publics, commerces et écoles, EPFL/UNIL. Visites: merci de...",Appartement,1,,5.,CHF 880.–,Immostreet
31,17/03/2017,Rent,Lausanne,Av. de Morges 74,1004 Lausanne,"Appartement d'une pièce avec cuisine agencée, salle de bains/WC, balcon au 2ème étage. Proche de toutes commodités,commerces, transports publics, bus, EPFL. Pour visiter appeler : 079 198 61 32",Appartement,1,,2.,CHF 930.–,Immostreet
32,17/03/2017,Rent,Lausanne,Rue du Valentin 16,1004 Lausanne,"Appartement de 1 pièce au 2ème étage comprenant hall d'entrée avec armoires murales, salle de douche, pièce principale, cuisine agencée, balcon. Si l'appartement vous intéresse, merci de nous envoy...",Appartement,1,28 m2,2.,CHF 955.–,Immostreet
33,17/03/2017,Rent,Lausanne,Chemin des Rosiers 4,1004 Lausanne,"Immeuble situé dans le quartier de Beaulieu proche des commodités. Studio fonctionnel avec balcon, entièrement rénové. Logement composé d'une pièce principale, d'une cuisine ouverte et d'une salle ...",Studio,1,16 m2,5.,CHF 960.–,Immostreet
34,17/03/2017,Rent,Lausanne,Rue de Genéve 75,1004 Lausanne,"Lieu idéal pour un étudiant Partage d'appartement pour un étudiant. Chambre (12 m2) avec salle de bain partagée, cuisine, salon et buanderie en sous-sol. L'appartement est proche de Transports publ...",App. intégré,1,12 m2,1.,CHF 970.–,Immostreet
35,17/03/2017,Rent,Lausanne,Ch. Guiguer-de-Prangins 11,1004 Lausanne,Nous proposons à la location un bel appartement de 1.5 pièces au 4ème étage d'un petit immeuble situé dans un quartier calme. Le logement se compose comme suit: - Hall - Une salle de bains avec WC ...,Appartement,1.5,38 m2,4.,CHF 1'000.–,Immostreet
36,17/03/2017,Rent,Lausanne,Avenue du 24 Janvier 6,1004 Lausanne,"Immeuble proche des commodités, à deux pas du Palais de Beaulieu. Studio Séjour, cuisine agencée, salle de douches/WC, balcon et cave.",Studio,1,22 m2,R.D.C.,CHF 1'050.–,Immostreet
37,17/03/2017,Rent,Lausanne,Ch. Guiguer-de-Prangins 13,1004 Lausanne,"Nous proposons à la location, un appartement de 1.5 pièces dans le quartier de la Vallombreuse - Chemin de Guiguer de Prangins 13. Idéalement situé et desservit par les transport public et le LEB, ...",Appartement,1.5,40 m2,R.D.C.,CHF 1'080.–,Immostreet
38,17/03/2017,Rent,Lausanne,Chemin des Avelines 5,1004 Lausanne,"une pièce parquet chevrons, cuisine agencée, salle de bains-WC, un balcon, une cave.",Appartement,1,25 m2,R.D.C.,CHF 1'110.–,Immostreet
39,17/03/2017,Rent,Lausanne,Ch. du Noirmont 13,1004 Lausanne,"Situé sous le parc de Valency, ce logement se trouve dans un quartier calme avec les caractéristiques suivantes: - Cuisine agencée - Séjour avec du parquet - Chambre à coucher avec du parquet - Sal...",Appartement,2,39 m2,R.D.C.,CHF 1'300.–,Immostreet
40,17/03/2017,Rent,Lausanne,Avenue de France 9,1004 Lausanne,"1 chambre, cuisine avec réchaud 2 plaques, réfrigérateur, hotte, four micro-ondes, salle de bains-wc, cave. 1 an de location : Fr. 1'130.- + 70.- charges (+3 mois de garantie bancaire = Fr. 3'390.-...",Studio,1,22 m2,2.,CHF 1'300.–,Immostreet
41,17/03/2017,Rent,Lausanne,AV. D'ECHALLENS 68,1004 Lausanne,"Cuisine : laboratoire / Agencement : cuisinière électrique, frigo, hotte ventilation / Caractéristiques : balcon, hall, cave . Orientation : SUD",Appartement,2.5,60 m2,3.,CHF 1'350.–,Immostreet
42,17/03/2017,Rent,Lausanne,Chemin de la Vallombreuse 5ter,1004 Lausanne,"Disponible à compter du 16 avril 2017, joli appartement de 2.5 pièces au 1er étage de l'immeuble sis Chemin de la Vallombreuse 5 T à Lausanne. Au coeur d'un quartier calme, cet appartement profite ...",Appartement,2.5,,1.,CHF 1'350.–,Immostreet
43,17/03/2017,Rent,Lausanne,Rue de la Tour 5,1004 Lausanne,"Bel appartement de 1 pièce d'environ 47m2 situé au 2ème étage d'un charmant immeuble, ce dernier est composé comme suit : - un hall d'entrée avec de nombreux rangements - une cuisine agencée avec p...",Appartement,1,46 m2,2.,CHF 1'350.–,Immostreet
44,17/03/2017,Rent,Lausanne,France 64,1004 Lausanne,"Appartement composé d'un hall d'entrée, un séjour, une cuisine agencée (sans lave-vaisselle), une chambre à coucher, une salle de bains/WC, deux balcons. Contact visites: Monsieur Grilj Jakob, loca...",Appartement,2,52 m2,4.,CHF 1'375.–,Immostreet
45,17/03/2017,Rent,Lausanne,Rue de Genève 58,1004 Lausanne,"dans immeuble rénové, proche du centre-ville, des commerces et transports publics, cuisine agencée avec grand frigo, vitrocéram, grand séjour, salle de bains, WC séparé, avec petite terrasse privat...",Appartement,2.5,56 m2,1.,CHF 1'390.–,Immostreet
46,17/03/2017,Rent,Lausanne,Av. de Morges 74,1004 Lausanne,"Appartement traversant de 2 pièces,hall , avec cuisine agencée ouverte, salle de bains/WC , balcon . Proche de toutes commodités, commerces, transports publics, UNIL/EPFL.",Appartement,2.5,,1.,CHF 1'440.–,Immostreet
47,17/03/2017,Rent,Lausanne,Chemin des Avelines 1,1004 Lausanne,"Immeuble à 2 pas des commerces et des transports publics. Appartement fonctionnel est bien situé. Logement composé d'une cuisine agencée, d'un séjour, d'une chambre et d'une salle de bains.",Appartement,2,45 m2,4.,CHF 1'440.–,Immostreet
48,17/03/2017,Rent,Lausanne,Av. Vinet 11,1004 Lausanne,"Entrée, dégagement, cuisine fermée, frigo, salle de bains-WC, balcon.",Appartement,2.5,58 m2,R.D.C.,CHF 1'460.–,Immostreet
49,17/03/2017,Rent,Lausanne,Avenue d' Echallens 31,1004 Lausanne,"Appartement de 2.5 pièces au rez-de-chaussée, comprenant : cuisine, salle de bains-WC.uisine, salle de bains-WC, ascenseur, téléréseau et proche de toutes commodités.",Appartement,2.5,48 m2,0,CHF 1'500.–,Immostreet
50,17/03/2017,Rent,Lausanne,Ch. de Renens 43,1004 Lausanne,"Appartement de 2 pièces entièrement rénové, comprenant hall d'entrée avec armoire, une chambre à coucher avec dégagement et armoire, salon, cuisine agencée avec grand frigo/congélateur, cuisinière ...",Appartement,2,,1.,CHF 1'560.–,Immostreet
51,17/03/2017,Rent,Lausanne,Rue de Genève 56,1004 Lausanne,"dans immeuble rénové, proche du centre-ville, des commerces et transports publics, cuisines habitables et entièrement agencées avec grand frigo, vitrocéram, salle de bains-WC, chambres à coucher av...",Appartement,3.5,73 m2,1.,CHF 1'570.–,Immostreet
52,17/03/2017,Rent,Lausanne,Avenue de Morges 68,1004 Lausanne,agréable logement de 2 pièces entièrement rénové.,Appartement,2,45 m2,4.,CHF 1'570.–,Immostreet
53,17/03/2017,Rent,Lausanne,Rue de Genève 56,1004 Lausanne,"dans immeuble rénové, proche du centre-ville, des commerces et transports publics, cuisine habitable et entièrement agencée avec grand frigo, vitrocéram, salle de bains-WC, chambres à coucher avec ...",Appartement,3.5,73 m2,R.D.C.,CHF 1'600.–,Immostreet
54,17/03/2017,Rent,Lausanne,Avenue de Morges 68,1004 Lausanne,"Magnifique logement rénové, comprenant hall, cuisine, séjour, chambre, salle de bains, balcon et cave",Appartement,2,45 m2,5.,CHF 1'600.–,Immostreet
55,17/03/2017,Rent,Lausanne,Avenue de Morges 68,1004 Lausanne,"magnifique logement entièrement rénové, cuisine, séjour, chambre, salle de bains et balcon.",Appartement,2,45 m2,5.,CHF 1'600.–,Immostreet
56,17/03/2017,Rent,Lausanne,Rue Pré-du-Marché 19,1004 Lausanne,"Proche du centre-ville et de toutes les commodités. Appartement de 2 pièces avec poste de conciergerie. Joli 2 pièces au 1er étage avec hall d'entrée, cuisine agencée et équipée, salle-de-bains WC,...",Appartement,2,56 m2,1.,CHF 1'610.–,Immostreet
57,17/03/2017,Rent,Lausanne,Rue du Maupas 24,1004 Lausanne,"Laissez vous séduire par ce spacieux logement comprenant, hall, salle de bains-WC, cuisine, deux chambres, salon, deux balcons, cave et ascenceur. Parquets poncés et vitrifiés et peintures rafraîch...",Appartement,3,67 m2,6.,CHF 1'620.–,Immostreet
58,17/03/2017,Rent,Lausanne,Chemin des Rosiers 5,1004 Lausanne,Immeuble situé dans le quartier de Beaulieu proche des commodités. Appartement entièrement rénové. Fonctionnel avec cuisine ouverte. Logement composé d'un séjour carrelé et de 2 chambres dont 1 ave...,Appartement,3,55 m2,2.,CHF 1'620.–,Immostreet
59,17/03/2017,Rent,Lausanne,Avenue Davel 19,1004 Lausanne,"Hall d'entrée, cuisine avec frigo, séjour, 3 chambres, salle de bains, wc séparé, balcon, cave. Location à durée déterminée jusqu'au 31 mars 2018.",Appartement,4,80 m2,R.D.C.,CHF 1'690.–,Immostreet
60,17/03/2017,Rent,Lausanne,Guiguer-de-Prangins 4,1004 Lausanne,"Joli 3 pièces comprenant : 1 cuisine entièrement agencée (grand frigo, cuisinière vitrocéram), 1 salle de bain-WC, 2 chambres, 1 salon avec balcon, hall. Pas d'ascenseur. Libre de suite Si l'appart...",Appartement,3,57 m2,3.,CHF 1'730.–,Immostreet
61,17/03/2017,Rent,Lausanne,AV. JOMINI 16,1004 Lausanne,"Cuisine : fenêtre, habitable fermée / Agencement : frigo / Caractéristiques : hall, terrasse, cave . Orientation : EST, NORD, OUEST",Appartement,3,61 m2,R.D.C.,CHF 1'740.–,Immostreet
62,17/03/2017,Rent,Lausanne,Avenue de France 61,1004 Lausanne,Appartement rafraîchi dans un immeuble proche du centre ville comprenant : - Cuisine dînatoire agencée (sans lave-vaisselle) avec balcon - Séjour avec balcon - Deux chambres avec parquet et armoire...,Appartement,3,82 m2,1.,CHF 1'770.–,Immostreet
63,17/03/2017,Rent,Lausanne,Avenue de Morges 72bis,1004 Lausanne,"Dans un quartier agréable, proche du centre ville et de toutes commodités Appartement de 2.5 pièces au 1er étage, comprenant : hall, cuisine, séjour, une chambre, une salle de bains/wc et un balcon",Appartement,2.5,64 m2,1.,CHF 1'770.–,Immostreet
64,17/03/2017,Rent,Lausanne,Avenue de Sévelin 13 A,1004 Lausanne,"Dans le quartier dynamique de Sébeillon. Dessinés par des architectes de renom et labellisés «Minergie», ce nouveau bâtiment de qualité est à proximité du centre-ville et très accessible en transpo...",Appartement,2.5,63 m2,R.D.C.,CHF 1'770.–,Immostreet
65,17/03/2017,Rent,Lausanne,Avenue de France 69,1004 Lausanne,"Cosy appartement de 2 pièces, dans les combles d'une ancienne maison, avec jolies poutres, comprenant : entrée, une spacieuse chambre à coucher, lumineux séjour, cuisine agencée ouverte et salle de...",Attique,2,65 m2,5.,CHF 1'779.–,Immostreet
66,17/03/2017,Rent,Lausanne,Avenue de Sévelin 13 B,1004 Lausanne,"Dans le quartier dynamique de Sébeillon. Dessinés par des architectes de renom et labellisés «Minergie», ce nouveau bâtiment de qualité est à proximité du centre-ville et très accessible en transpo...",Appartement,2.5,63 m2,R.D.C.,CHF 1'790.–,Immostreet
67,17/03/2017,Rent,Lausanne,Ch. de Renens 41,1004 Lausanne,"Magnifique appartement traversant avec vue sur le lac entièrement rénové comprenant 2 pièces, hall meublable avec armoire , grande cuisine agencée avec grand frigo/congélateur , lave vaisselle, hot...",Appartement,2.5,60 m2,4.,CHF 1'800.–,Immostreet
68,17/03/2017,Rent,Lausanne,Av. de Morges 76,1004 Lausanne,"Joli appartement de 3 pièces comprenant entrée avec armoires , grand salon, 2 chambres à coucher, cuisine agencée, salle de bains/WC, grand balcon. Proche de toutes commodités,UNIL,EPFL. Pour visit...",Appartement,3,,4.,CHF 1'825.–,Immostreet
69,17/03/2017,Rent,Lausanne,Rue de Genève 56,1004 Lausanne,"dans immeuble rénové, proche du centre-ville, des commerces et transports publics, cuisines habitables et entièrement agencées avec grand frigo, vitrocéram, salle de bains-WC, chambres à coucher av...",Appartement,4.5,89 m2,1.,CHF 1'905.–,Immostreet
70,17/03/2017,Rent,Lausanne,Rue de Genève 56,1004 Lausanne,"dans immeuble rénové, proche du centre-ville, des commerces et transports publics, cuisine habitable et entièrement agencée avec grand frigo, vitrocéram, salle de bains-WC, chambres à coucher avec ...",Appartement,4.5,89 m2,R.D.C.,CHF 1'945.–,Immostreet
71,17/03/2017,Rent,Lausanne,Av. de Morges 25A,1004 Lausanne,"Lausanne centre ville, pied-à-terre meublé, agencé pour une personne, sans animaux. Situé dans un parc privé de 4000m2, près de toutes commodités. Les personnes intéressées sont priées de contacter...",Maison individuelle,,,,CHF 2'000.–,Immostreet
72,17/03/2017,Rent,Lausanne,Av. de France 98,1004 Lausanne,"Dans nouvel immeuble, joli appartement de 2,5 pièces au rez, 68 m2, composé d'une entrée, d'une cuisine agencée, d'un grand séjour, d'une salle de douche / WC équipée d'un lave-linge et d'un sèche-...",Appartement,2.5,68 m2,R.D.C.,CHF 2'050.–,Immostreet
73,17/03/2017,Rent,Lausanne,Av. de Sévery 12,1004 Lausanne,"A proximité de toutes commodités et des transports publics, joli 3,5 pièces au 3ème étage d'un petit immeuble, comprenant : - Hall - 2 chambres - Salon - Cuisine agencée - Salle de bains/WC - Balco...",Appartement,3.5,73 m2,3.,CHF 2'080.–,Immostreet
74,17/03/2017,Rent,Lausanne,Ch. de Pierrefleur 35,1004 Lausanne,"Spacieux et lumineux appartement de 4.5 pièces au 1er étage dans immeuble locatif, se composant comme suit : - Hall avec armoires murales - Grand séjour lumineux avec accès direct au balcon - Cuisi...",Appartement,4.5,101 m2,1.,CHF 2'100.–,Immostreet
75,17/03/2017,Rent,Lausanne,Rue Couchirard 9,1004 Lausanne,"Dans un quartier proche des transports publics et des commerces. A proximité des commodités. Spacieux logement composé de deux chambres, d'un hall, d'un séjour, d'une cuisine agencée, d'une salle d...",Appartement,3.5,84 m2,2.,CHF 2'120.–,Immostreet
76,17/03/2017,Rent,Lausanne,Avenue de France 18A,1004 Lausanne,"A louer pour le 16 avril 2017, magnifique appartement de 3.5 pièces au 3ème étage, proche des transports publics et des commodités. Ce dernier comprend : - Hall - Cuisine agencée - Séjour avec parq...",Appartement,3.5,74 m2,3.,CHF 2'145.–,Immostreet
77,17/03/2017,Rent,Lausanne,Chemin du Risoux 1,1004 Lausanne,"Quartier de Montétan, bus no 7 et centre commercial COOP à 5 minutes à pied. Très calme, en bordure parc public. Immeuble entièrement rénové avec isolation des façades. Comprenant hall, séjour, 2 c...",Appartement,3,80 m2,0,CHF 2'150.–,Immostreet
78,17/03/2017,Rent,Lausanne,"Boisy, chemin du43",1004 Lausanne,"Dans un immeuble de bon standing, ce bel appartement lumineux de 3 ½ pièces au rez-de-chaussée supérieur, rafraîchissement des peintures effectué, se compose comme suit: Salon, cuisine semi-ouverte...",Appartement,3.5,78 m2,R.D.C.,CHF 2'190.–,Immostreet
79,17/03/2017,Rent,Lausanne,Avenue de Sévelin 13 C,1004 Lausanne,"Dans le quartier dynamique de Sébeillon. Dessinés par des architectes de renom et labellisés «Minergie», ce nouveau bâtiment (2016) de qualité est à proximité du centre-ville et très accessible en ...",Appartement,3.5,77 m2,4.,CHF 2'225.–,Immostreet
80,17/03/2017,Rent,Lausanne,Ch de Renens,1004 Lausanne,"Cet appartement avec beaucoup de cachet a été entièrement rénové . Il est situé dans un petit immeuble près du centre ville. Il dispose d’une seule chambre à coucher fermée avec dressing, d’une mez...",Appartement,3.5,76 m2,2.,CHF 2'290.–,Immostreet
81,17/03/2017,Rent,Lausanne,"95, rue de Genève",1004 Lausanne,"Sébeillon 356 logements neufs dans un quartier convivial à la route de Genève à Lausanne, au c?ur du réseau urbain. Derrière d'élégantes façades en pierre des Grisons, ce nouvel ensemble de cinq im...",Appartement,4.5,101 m2,1.,CHF 2'310.–,Immostreet
82,17/03/2017,Rent,Lausanne,Ch. des Clochetons 37,1004 Lausanne,"Spacieux appartement de 3,5 pièces de 96 m2 composé d'une entrée, de deux chambres à coucher, d'une salle de bains / WC, d'une salle de douche / WC, d'une cuisine agencée ouverte sur le salon / sal...",Appartement,3.5,96 m2,,CHF 2'380.–,Immostreet
83,17/03/2017,Rent,Lausanne,Vinet 16,1004 Lausanne,"Appartement de 2.5 pièces au 3ème étage composé d'un hall d'entrée, un séjour, une cuisine agencée, une chambre à coucher, une salle de bains/WC, un WC séparé, un balcon. CHF 2'400.00 charges compr...",Appartement,2.5,77 m2,3.,CHF 2'400.–,Immostreet
84,17/03/2017,Rent,Lausanne,"95, rue de Genève",1004 Lausanne,"Sébeillon 356 logements neufs dans un quartier convivial à la route de Genève à Lausanne, au c?ur du réseau urbain. Derrière d'élégantes façades en pierre des Grisons, ce nouvel ensemble de cinq im...",Appartement,4.5,101 m2,4.,CHF 2'420.–,Immostreet
85,17/03/2017,Rent,Lausanne,Chemine des Aubépines 15,1004 Lausanne,"Lausanne centre à 5 min à pieds, de Chauderon, mais sans nuisances. Vous cherchez...une situation unique ? Splendide attique en sur-combles. Vue panoramique sur le lac et les Alpes. Superbe terrass...",Appartement,2.5,70 m2,4.,CHF 2'500.–,Immostreet
86,17/03/2017,Rent,Lausanne,Av. d'Echallens 8,1004 Lausanne,"Immeuble de 1900, proche de toutes commodités. Ce grand appartement avec cachet est très lumineux et se compose comme suit: - hall donnant sur salle à manger - 2 chambres à coucher - un salon/salle...",Appartement,4.5,100 m2,2.,CHF 2'550.–,Immostreet
87,17/03/2017,Rent,Lausanne,Rue de Genève 77bis,1004 Lausanne,"La rue de Genève 77 bis est une rue animée de Lausanne, situé non loin du centre-ville et à proximité des transports publics. De nombreux commerces sont situés à proximité immédiate. Ce magnifique ...",Appartement,4.5,110 m2,,CHF 2'590.–,Immostreet
88,17/03/2017,Rent,Lausanne,Avenue de Sévelin 13 A,1004 Lausanne,"Dans le quartier dynamique de Sébeillon. Dessinés par des architectes de renom et labellisés «Minergie», ce nouveau bâtiment de qualité est à proximité du centre-ville et très accessible en transpo...",Appartement,4.5,99 m2,1.,CHF 2'630.–,Immostreet
89,17/03/2017,Rent,Lausanne,Rue de l'Ale 6,1004 Lausanne,"En plein coeur de Lausanne, dans une rue commerçante, se bel attique en duplex ce compose de la façon suivante: Au niveau inférieur, un hall d'entrée donne accès a deux chambres dont une avec un gr...",App. mansardé,3,122 m2,,CHF 2'733.–,Immostreet
90,17/03/2017,Rent,Lausanne,Av. de Morges 31,1004 Lausanne,"Logement au 1er étage, comprenant séjour avec cheminée, grande cuisine non agencée, grand hall, 4 chambres dont certaines avec armoire murale, sallle-de-bains, WC séparé, cave, balcon. à louer pour...",Appartement,5,107 m2,1.,CHF 2'800.–,Immostreet
